"","nlc2022_7class","T_MAPCODE","step_deg2","n"
"993","6","FFs18","0",37
"994","7","FFs18","0",16180
"995","1","FFs19","0",2619056
"996","2","FFs19","0",312852
"997","3","FFs19","0",1754
"998","4","FFs19","0",39228
"999","5","FFs19","0",187216
"1000","6","FFs19","0",583
"1001","7","FFs19","0",767113
"1002","1","FFs2","0",0
"1003","2","FFs2","0",0
"1004","3","FFs2","0",0
"1005","4","FFs2","0",0
"1006","5","FFs2","0",0
"1007","6","FFs2","0",0
"1008","7","FFs2","0",0
"1009","1","FFs20","0",3920962
"1010","2","FFs20","0",301241
"1011","3","FFs20","0",17378
"1012","4","FFs20","0",59881
"1013","5","FFs20","0",984725
"1014","6","FFs20","0",133
"1015","7","FFs20","0",461791
"1016","1","FFs21","0",794966
"1017","2","FFs21","0",356
"1018","3","FFs21","0",67
"1019","4","FFs21","0",54
"1020","5","FFs21","0",235
"1021","6","FFs21","0",0
"1022","7","FFs21","0",0
"1023","1","FFs22","0",963207
"1024","2","FFs22","0",6408
"1025","3","FFs22","0",12
"1026","4","FFs22","0",168
"1027","5","FFs22","0",942
"1028","6","FFs22","0",0
"1029","7","FFs22","0",21
"1030","1","FFs23","0",1751514
"1031","2","FFs23","0",9019
"1032","3","FFs23","0",394
"1033","4","FFs23","0",812
"1034","5","FFs23","0",3913
"1035","6","FFs23","0",10
"1036","7","FFs23","0",0
"1037","1","FFs24","0",2236636
"1038","2","FFs24","0",2089
"1039","3","FFs24","0",87
"1040","4","FFs24","0",527
"1041","5","FFs24","0",455
"1042","6","FFs24","0",0
"1043","7","FFs24","0",177
"1044","1","FFs25","0",827332
"1045","2","FFs25","0",3739
"1046","3","FFs25","0",71
"1047","4","FFs25","0",151
"1048","5","FFs25","0",204
"1049","6","FFs25","0",0
"1050","7","FFs25","0",0
"1051","1","FFs26","0",717054
"1052","2","FFs26","0",14835
"1053","3","FFs26","0",133
"1054","4","FFs26","0",433
"1055","5","FFs26","0",27691
"1056","6","FFs26","0",0
"1057","7","FFs26","0",296
"1058","1","FFs27","0",5388800
"1059","2","FFs27","0",187276
"1060","3","FFs27","0",650
"1061","4","FFs27","0",6136
"1062","5","FFs27","0",176144
"1063","6","FFs27","0",159
"1064","7","FFs27","0",247926
"1065","1","FFs28","0",9237216
"1066","2","FFs28","0",311076
"1067","3","FFs28","0",3856
"1068","4","FFs28","0",61953
"1069","5","FFs28","0",465588
"1070","6","FFs28","0",395
"1071","7","FFs28","0",47713
"1072","1","FFs29","0",329363
"1073","2","FFs29","0",78772
"1074","3","FFs29","0",363
"1075","4","FFs29","0",320770
"1076","5","FFs29","0",91840
"1077","6","FFs29","0",1398
"1078","7","FFs29","0",12959
"1079","1","FFs3","0",0
"1080","2","FFs3","0",0
"1081","3","FFs3","0",0
"1082","4","FFs3","0",0
"1083","5","FFs3","0",0
"1084","6","FFs3","0",0
"1085","7","FFs3","0",0
"1086","1","FFs30","0",0
"1087","2","FFs30","0",0
"1088","3","FFs30","0",0
"1089","4","FFs30","0",0
"1090","5","FFs30","0",0
"1091","6","FFs30","0",0
"1092","7","FFs30","0",0
"1093","1","FFs31","0",126912
"1094","2","FFs31","0",101
"1095","3","FFs31","0",1
"1096","4","FFs31","0",12
"1097","5","FFs31","0",0
"1098","6","FFs31","0",0
"1099","7","FFs31","0",0
"1100","1","FFs32","0",0
"1101","2","FFs32","0",0
"1102","3","FFs32","0",0
"1103","4","FFs32","0",0
"1104","5","FFs32","0",0
"1105","6","FFs32","0",0
"1106","7","FFs32","0",0
"1107","1","FFs4","0",0
"1108","2","FFs4","0",0
"1109","3","FFs4","0",0
"1110","4","FFs4","0",0
"1111","5","FFs4","0",0
"1112","6","FFs4","0",0
"1113","7","FFs4","0",0
"1114","1","FFs5","0",0
"1115","2","FFs5","0",0
"1116","3","FFs5","0",0
"1117","4","FFs5","0",0
"1118","5","FFs5","0",0
"1119","6","FFs5","0",0
"1120","7","FFs5","0",0
"1121","1","FFs6","0",0
"1122","2","FFs6","0",0
"1123","3","FFs6","0",0
"1124","4","FFs6","0",0
"1125","5","FFs6","0",0
"1126","6","FFs6","0",0
"1127","7","FFs6","0",0
"1128","1","FFs7","0",0
"1129","2","FFs7","0",0
"1130","3","FFs7","0",0
"1131","4","FFs7","0",0
"1132","5","FFs7","0",0
"1133","6","FFs7","0",0
"1134","7","FFs7","0",0
"1135","1","FFs8","0",0
"1136","2","FFs8","0",0
"1137","3","FFs8","0",0
"1138","4","FFs8","0",0
"1139","5","FFs8","0",0
"1140","6","FFs8","0",0
"1141","7","FFs8","0",0
"1142","1","FFs9","0",0
"1143","2","FFs9","0",0
"1144","3","FFs9","0",0
"1145","4","FFs9","0",0
"1146","5","FFs9","0",0
"1147","6","FFs9","0",0
"1148","7","FFs9","0",0
"1149","1","FFt1","0",989413
"1150","2","FFt1","0",9083
"1151","3","FFt1","0",240
"1152","4","FFt1","0",518
"1153","5","FFt1","0",13131
"1154","6","FFt1","0",4
"1155","7","FFt1","0",64
"1156","1","FFt2","0",453702
"1157","2","FFt2","0",20830
"1158","3","FFt2","0",94
"1159","4","FFt2","0",5728
"1160","5","FFt2","0",47280
"1161","6","FFt2","0",57
"1162","7","FFt2","0",79
"1163","1","FOa1","0",0
"1164","2","FOa1","0",0
"1165","3","FOa1","0",0
"1166","4","FOa1","0",0
"1167","5","FOa1","0",0
"1168","6","FOa1","0",0
"1169","7","FOa1","0",0
"1170","1","FOa2","0",0
"1171","2","FOa2","0",0
"1172","3","FOa2","0",0
"1173","4","FOa2","0",0
"1174","5","FOa2","0",0
"1175","6","FOa2","0",0
"1176","7","FOa2","0",0
"1177","1","FOa3","0",81
"1178","2","FOa3","0",6
"1179","3","FOa3","0",0
"1180","4","FOa3","0",0
"1181","5","FOa3","0",0
"1182","6","FOa3","0",0
"1183","7","FOa3","0",0
"1184","1","FOz1","0",1490488
"1185","2","FOz1","0",332224
"1186","3","FOz1","0",194
"1187","4","FOz1","0",3051
"1188","5","FOz1","0",31338
"1189","6","FOz1","0",3
"1190","7","FOz1","0",16822
"1191","1","FOz2","0",0
"1192","2","FOz2","0",0
"1193","3","FOz2","0",0
"1194","4","FOz2","0",0
"1195","5","FOz2","0",0
"1196","6","FOz2","0",0
"1197","7","FOz2","0",0
"1198","1","FOz3","0",996986
"1199","2","FOz3","0",58149
"1200","3","FOz3","0",12
"1201","4","FOz3","0",105
"1202","5","FOz3","0",490
"1203","6","FOz3","0",0
"1204","7","FOz3","0",3261
"1205","1","FOz4","0",0
"1206","2","FOz4","0",0
"1207","3","FOz4","0",0
"1208","4","FOz4","0",0
"1209","5","FOz4","0",0
"1210","6","FOz4","0",0
"1211","7","FOz4","0",0
"1212","1","FOz5","0",74911
"1213","2","FOz5","0",2694
"1214","3","FOz5","0",31
"1215","4","FOz5","0",112
"1216","5","FOz5","0",370
"1217","6","FOz5","0",0
"1218","7","FOz5","0",73
"1219","1","FOz6","0",355625
"1220","2","FOz6","0",31599
"1221","3","FOz6","0",0
"1222","4","FOz6","0",145
"1223","5","FOz6","0",52488
"1224","6","FOz6","0",0
"1225","7","FOz6","0",0
"1226","1","FOz7","0",0
"1227","2","FOz7","0",0
"1228","3","FOz7","0",0
"1229","4","FOz7","0",0
"1230","5","FOz7","0",0
"1231","6","FOz7","0",0
"1232","7","FOz7","0",0
"1233","1","FOz8","0",0
"1234","2","FOz8","0",0
"1235","3","FOz8","0",0
"1236","4","FOz8","0",0
"1237","5","FOz8","0",0
"1238","6","FOz8","0",0
"1239","7","FOz8","0",0
"1240","1","FOz9","0",0
"1241","2","FOz9","0",0
"1242","3","FOz9","0",0
"1243","4","FOz9","0",0
"1244","5","FOz9","0",0
"1245","6","FOz9","0",0
"1246","7","FOz9","0",0
"1247","1","FRa1","0",0
"1248","2","FRa1","0",0
"1249","3","FRa1","0",0
"1250","4","FRa1","0",0
"1251","5","FRa1","0",0
"1252","6","FRa1","0",0
"1253","7","FRa1","0",0
"1254","1","FRa2","0",0
"1255","2","FRa2","0",0
"1256","3","FRa2","0",0
"1257","4","FRa2","0",0
"1258","5","FRa2","0",0
"1259","6","FRa2","0",0
"1260","7","FRa2","0",0
"1261","1","FRc1","0",0
"1262","2","FRc1","0",0
"1263","3","FRc1","0",0
"1264","4","FRc1","0",0
"1265","5","FRc1","0",0
"1266","6","FRc1","0",0
"1267","7","FRc1","0",0
"1268","1","FRc2","0",14294
"1269","2","FRc2","0",17651
"1270","3","FRc2","0",57
"1271","4","FRc2","0",1353
"1272","5","FRc2","0",171141
"1273","6","FRc2","0",6
"1274","7","FRc2","0",68
"1275","1","FRd1","0",0
"1276","2","FRd1","0",0
"1277","3","FRd1","0",0
"1278","4","FRd1","0",0
"1279","5","FRd1","0",0
"1280","6","FRd1","0",0
"1281","7","FRd1","0",0
"1282","1","FRd2","0",0
"1283","2","FRd2","0",0
"1284","3","FRd2","0",0
"1285","4","FRd2","0",0
"1286","5","FRd2","0",0
"1287","6","FRd2","0",0
"1288","7","FRd2","0",0
"1289","1","FRg1","0",0
"1290","2","FRg1","0",0
"1291","3","FRg1","0",0
"1292","4","FRg1","0",0
"1293","5","FRg1","0",0
"1294","6","FRg1","0",0
"1295","7","FRg1","0",0
"1296","1","FRg2","0",0
"1297","2","FRg2","0",0
"1298","3","FRg2","0",0
"1299","4","FRg2","0",0
"1300","5","FRg2","0",0
"1301","6","FRg2","0",0
"1302","7","FRg2","0",0
"1303","1","FRg3","0",0
"1304","2","FRg3","0",0
"1305","3","FRg3","0",0
"1306","4","FRg3","0",0
"1307","5","FRg3","0",0
"1308","6","FRg3","0",0
"1309","7","FRg3","0",0
"1310","1","FRl1","0",1081498
"1311","2","FRl1","0",69658
"1312","3","FRl1","0",3584
"1313","4","FRl1","0",4993
"1314","5","FRl1","0",93864
"1315","6","FRl1","0",42
"1316","7","FRl1","0",526
"1317","1","FRs1","0",0
"1318","2","FRs1","0",0
"1319","3","FRs1","0",0
"1320","4","FRs1","0",0
"1321","5","FRs1","0",0
"1322","6","FRs1","0",0
"1323","7","FRs1","0",0
"1324","1","FRs10","0",0
"1325","2","FRs10","0",0
"1326","3","FRs10","0",0
"1327","4","FRs10","0",0
"1328","5","FRs10","0",0
"1329","6","FRs10","0",0
"1330","7","FRs10","0",0
"1331","1","FRs11","0",0
"1332","2","FRs11","0",0
"1333","3","FRs11","0",0
"1334","4","FRs11","0",0
"1335","5","FRs11","0",0
"1336","6","FRs11","0",0
"1337","7","FRs11","0",0
"1338","1","FRs12","0",0
"1339","2","FRs12","0",0
"1340","3","FRs12","0",0
"1341","4","FRs12","0",0
"1342","5","FRs12","0",0
"1343","6","FRs12","0",0
"1344","7","FRs12","0",0
"1345","1","FRs13","0",222751
"1346","2","FRs13","0",111886
"1347","3","FRs13","0",808
"1348","4","FRs13","0",22158
"1349","5","FRs13","0",939869
"1350","6","FRs13","0",2108
"1351","7","FRs13","0",2909
"1352","1","FRs14","0",814540
"1353","2","FRs14","0",234949
"1354","3","FRs14","0",1414
"1355","4","FRs14","0",21169
"1356","5","FRs14","0",1089854
"1357","6","FRs14","0",2317
"1358","7","FRs14","0",1134
"1359","1","FRs15","0",660345
"1360","2","FRs15","0",15782
"1361","3","FRs15","0",547
"1362","4","FRs15","0",1648
"1363","5","FRs15","0",12113
"1364","6","FRs15","0",0
"1365","7","FRs15","0",417
"1366","1","FRs16","0",2760170
"1367","2","FRs16","0",165768
"1368","3","FRs16","0",3360
"1369","4","FRs16","0",13973
"1370","5","FRs16","0",425540
"1371","6","FRs16","0",269
"1372","7","FRs16","0",88
"1373","1","FRs17","0",160254
"1374","2","FRs17","0",68873
"1375","3","FRs17","0",6118
"1376","4","FRs17","0",17567
"1377","5","FRs17","0",256243
"1378","6","FRs17","0",129
"1379","7","FRs17","0",8716
"1380","1","FRs18","0",296400
"1381","2","FRs18","0",42
"1382","3","FRs18","0",1
"1383","4","FRs18","0",5
"1384","5","FRs18","0",67
"1385","6","FRs18","0",0
"1386","7","FRs18","0",0
"1387","1","FRs19","0",388829
"1388","2","FRs19","0",85547
"1389","3","FRs19","0",5749
"1390","4","FRs19","0",29299
"1391","5","FRs19","0",421056
"1392","6","FRs19","0",1885
"1393","7","FRs19","0",12
"1394","1","FRs2","0",0
"1395","2","FRs2","0",0
"1396","3","FRs2","0",0
"1397","4","FRs2","0",0
"1398","5","FRs2","0",0
"1399","6","FRs2","0",0
"1400","7","FRs2","0",0
"1401","1","FRs20","0",0
"1402","2","FRs20","0",0
"1403","3","FRs20","0",0
"1404","4","FRs20","0",0
"1405","5","FRs20","0",0
"1406","6","FRs20","0",0
"1407","7","FRs20","0",0
"1408","1","FRs3","0",0
"1409","2","FRs3","0",0
"1410","3","FRs3","0",0
"1411","4","FRs3","0",0
"1412","5","FRs3","0",0
"1413","6","FRs3","0",0
"1414","7","FRs3","0",0
"1415","1","FRs4","0",0
"1416","2","FRs4","0",0
"1417","3","FRs4","0",0
"1418","4","FRs4","0",0
"1419","5","FRs4","0",0
"1420","6","FRs4","0",0
"1421","7","FRs4","0",0
"1422","1","FRs5","0",0
"1423","2","FRs5","0",0
"1424","3","FRs5","0",0
"1425","4","FRs5","0",0
"1426","5","FRs5","0",0
"1427","6","FRs5","0",0
"1428","7","FRs5","0",0
"1429","1","FRs6","0",583980
"1430","2","FRs6","0",6895
"1431","3","FRs6","0",533
"1432","4","FRs6","0",424
"1433","5","FRs6","0",11451
"1434","6","FRs6","0",138
"1435","7","FRs6","0",0
"1436","1","FRs7","0",796131
"1437","2","FRs7","0",91425
"1438","3","FRs7","0",5567
"1439","4","FRs7","0",17826
"1440","5","FRs7","0",133220
"1441","6","FRs7","0",200
"1442","7","FRs7","0",7350
"1443","1","FRs8","0",0
"1444","2","FRs8","0",0
"1445","3","FRs8","0",0
"1446","4","FRs8","0",0
"1447","5","FRs8","0",0
"1448","6","FRs8","0",0
"1449","7","FRs8","0",0
"1450","1","FRs9","0",0
"1451","2","FRs9","0",0
"1452","3","FRs9","0",0
"1453","4","FRs9","0",0
"1454","5","FRs9","0",0
"1455","6","FRs9","0",0
"1456","7","FRs9","0",0
"1457","1","FS1","0",0
"1458","2","FS1","0",0
"1459","3","FS1","0",0
"1460","4","FS1","0",0
"1461","5","FS1","0",0
"1462","6","FS1","0",0
"1463","7","FS1","0",0
"1464","1","FS10","0",124780
"1465","2","FS10","0",877
"1466","3","FS10","0",9
"1467","4","FS10","0",3326
"1468","5","FS10","0",98
"1469","6","FS10","0",0
"1470","7","FS10","0",15
"1471","1","FS11","0",0
"1472","2","FS11","0",0
"1473","3","FS11","0",0
"1474","4","FS11","0",0
"1475","5","FS11","0",0
"1476","6","FS11","0",0
"1477","7","FS11","0",0
"1478","1","FS12","0",226819
"1479","2","FS12","0",9810
"1480","3","FS12","0",39
"1481","4","FS12","0",58939
"1482","5","FS12","0",0
"1483","6","FS12","0",452
"1484","7","FS12","0",379
"1485","1","FS13","0",86488
"1486","2","FS13","0",1189
"1487","3","FS13","0",3
"1488","4","FS13","0",11847
"1489","5","FS13","0",1
"1490","6","FS13","0",0
"1491","7","FS13","0",2708
"1492","1","FS14","0",205985
"1493","2","FS14","0",1691
"1494","3","FS14","0",162
"1495","4","FS14","0",26496
"1496","5","FS14","0",1353
"1497","6","FS14","0",1
"1498","7","FS14","0",0
"1499","1","FS2","0",0
"1500","2","FS2","0",0
"1501","3","FS2","0",0
"1502","4","FS2","0",0
"1503","5","FS2","0",0
"1504","6","FS2","0",0
"1505","7","FS2","0",0
"1506","1","FS3","0",0
"1507","2","FS3","0",0
"1508","3","FS3","0",0
"1509","4","FS3","0",0
"1510","5","FS3","0",0
"1511","6","FS3","0",0
"1512","7","FS3","0",0
"1513","1","FS4","0",0
"1514","2","FS4","0",0
"1515","3","FS4","0",0
"1516","4","FS4","0",0
"1517","5","FS4","0",0
"1518","6","FS4","0",0
"1519","7","FS4","0",0
"1520","1","FS5","0",0
"1521","2","FS5","0",0
"1522","3","FS5","0",0
"1523","4","FS5","0",0
"1524","5","FS5","0",0
"1525","6","FS5","0",0
"1526","7","FS5","0",0
"1527","1","FS6","0",0
"1528","2","FS6","0",0
"1529","3","FS6","0",0
"1530","4","FS6","0",0
"1531","5","FS6","0",0
"1532","6","FS6","0",0
"1533","7","FS6","0",0
"1534","1","FS7","0",0
"1535","2","FS7","0",0
"1536","3","FS7","0",0
"1537","4","FS7","0",0
"1538","5","FS7","0",0
"1539","6","FS7","0",0
"1540","7","FS7","0",0
"1541","1","FS9","0",30960
"1542","2","FS9","0",11500
"1543","3","FS9","0",81
"1544","4","FS9","0",6317
"1545","5","FS9","0",18877
"1546","6","FS9","0",0
"1547","7","FS9","0",2223
"1548","1","Gd1","0",9231388
"1549","2","Gd1","0",476911
"1550","3","Gd1","0",38654
"1551","4","Gd1","0",146093
"1552","5","Gd1","0",517826
"1553","6","Gd1","0",801
"1554","7","Gd1","0",797430
"1555","1","Gd10","0",0
"1556","2","Gd10","0",0
"1557","3","Gd10","0",0
"1558","4","Gd10","0",0
"1559","5","Gd10","0",0
"1560","6","Gd10","0",0
"1561","7","Gd10","0",0
"1562","1","Gd2","0",331524
"1563","2","Gd2","0",2090
"1564","3","Gd2","0",10
"1565","4","Gd2","0",72
"1566","5","Gd2","0",1810
"1567","6","Gd2","0",16
"1568","7","Gd2","0",6590
"1569","1","Gd3","0",0
"1570","2","Gd3","0",0
"1571","3","Gd3","0",0
"1572","4","Gd3","0",0
"1573","5","Gd3","0",0
"1574","6","Gd3","0",0
"1575","7","Gd3","0",0
"1576","1","Gd4","0",0
"1577","2","Gd4","0",0
"1578","3","Gd4","0",0
"1579","4","Gd4","0",0
"1580","5","Gd4","0",0
"1581","6","Gd4","0",0
"1582","7","Gd4","0",0
"1583","1","Gd5","0",0
"1584","2","Gd5","0",0
"1585","3","Gd5","0",0
"1586","4","Gd5","0",0
"1587","5","Gd5","0",0
"1588","6","Gd5","0",0
"1589","7","Gd5","0",0
"1590","1","Gd6","0",0
"1591","2","Gd6","0",0
"1592","3","Gd6","0",0
"1593","4","Gd6","0",0
"1594","5","Gd6","0",0
"1595","6","Gd6","0",0
"1596","7","Gd6","0",0
"1597","1","Gd7","0",0
"1598","2","Gd7","0",0
"1599","3","Gd7","0",0
"1600","4","Gd7","0",0
"1601","5","Gd7","0",0
"1602","6","Gd7","0",0
"1603","7","Gd7","0",0
"1604","1","Gd8","0",0
"1605","2","Gd8","0",0
"1606","3","Gd8","0",0
"1607","4","Gd8","0",0
"1608","5","Gd8","0",0
"1609","6","Gd8","0",0
"1610","7","Gd8","0",0
"1611","1","Gd9","0",0
"1612","2","Gd9","0",0
"1613","3","Gd9","0",0
"1614","4","Gd9","0",0
"1615","5","Gd9","0",0
"1616","6","Gd9","0",0
"1617","7","Gd9","0",0
"1618","1","Gh1","0",9091981
"1619","2","Gh1","0",47128
"1620","3","Gh1","0",4381
"1621","4","Gh1","0",8691
"1622","5","Gh1","0",40727
"1623","6","Gh1","0",97
"1624","7","Gh1","0",2914
"1625","1","Gh10","0",0
"1626","2","Gh10","0",0
"1627","3","Gh10","0",0
"1628","4","Gh10","0",0
"1629","5","Gh10","0",0
"1630","6","Gh10","0",0
"1631","7","Gh10","0",0
"1632","1","Gh11","0",0
"1633","2","Gh11","0",0
"1634","3","Gh11","0",0
"1635","4","Gh11","0",0
"1636","5","Gh11","0",0
"1637","6","Gh11","0",0
"1638","7","Gh11","0",0
"1639","1","Gh12","0",0
"1640","2","Gh12","0",0
"1641","3","Gh12","0",0
"1642","4","Gh12","0",0
"1643","5","Gh12","0",0
"1644","6","Gh12","0",0
"1645","7","Gh12","0",0
"1646","1","Gh13","0",0
"1647","2","Gh13","0",0
"1648","3","Gh13","0",0
"1649","4","Gh13","0",0
"1650","5","Gh13","0",0
"1651","6","Gh13","0",0
"1652","7","Gh13","0",0
"1653","1","Gh14","0",0
"1654","2","Gh14","0",0
"1655","3","Gh14","0",0
"1656","4","Gh14","0",0
"1657","5","Gh14","0",0
"1658","6","Gh14","0",0
"1659","7","Gh14","0",0
"1660","1","Gh15","0",0
"1661","2","Gh15","0",0
"1662","3","Gh15","0",0
"1663","4","Gh15","0",0
"1664","5","Gh15","0",0
"1665","6","Gh15","0",0
"1666","7","Gh15","0",0
"1667","1","Gh2","0",0
"1668","2","Gh2","0",0
"1669","3","Gh2","0",0
"1670","4","Gh2","0",0
"1671","5","Gh2","0",0
"1672","6","Gh2","0",0
"1673","7","Gh2","0",0
"1674","1","Gh3","0",0
"1675","2","Gh3","0",0
"1676","3","Gh3","0",0
"1677","4","Gh3","0",0
"1678","5","Gh3","0",0
"1679","6","Gh3","0",0
"1680","7","Gh3","0",0
"1681","1","Gh4","0",0
"1682","2","Gh4","0",0
"1683","3","Gh4","0",0
"1684","4","Gh4","0",0
"1685","5","Gh4","0",0
"1686","6","Gh4","0",0
"1687","7","Gh4","0",0
"1688","1","Gh5","0",0
"1689","2","Gh5","0",0
"1690","3","Gh5","0",0
"1691","4","Gh5","0",0
"1692","5","Gh5","0",0
"1693","6","Gh5","0",0
"1694","7","Gh5","0",0
"1695","1","Gh6","0",0
"1696","2","Gh6","0",0
"1697","3","Gh6","0",0
"1698","4","Gh6","0",0
"1699","5","Gh6","0",0
"1700","6","Gh6","0",0
"1701","7","Gh6","0",0
"1702","1","Gh7","0",0
"1703","2","Gh7","0",0
"1704","3","Gh7","0",0
"1705","4","Gh7","0",0
"1706","5","Gh7","0",0
"1707","6","Gh7","0",0
"1708","7","Gh7","0",0
"1709","1","Gh8","0",0
"1710","2","Gh8","0",0
"1711","3","Gh8","0",0
"1712","4","Gh8","0",0
"1713","5","Gh8","0",0
"1714","6","Gh8","0",0
"1715","7","Gh8","0",0
"1716","1","Gh9","0",0
"1717","2","Gh9","0",0
"1718","3","Gh9","0",0
"1719","4","Gh9","0",0
"1720","5","Gh9","0",0
"1721","6","Gh9","0",0
"1722","7","Gh9","0",0
"1723","1","Gm1","0",0
"1724","2","Gm1","0",0
"1725","3","Gm1","0",0
"1726","4","Gm1","0",0
"1727","5","Gm1","0",0
"1728","6","Gm1","0",0
"1729","7","Gm1","0",0
"1730","1","Gm10","0",0
"1731","2","Gm10","0",0
"1732","3","Gm10","0",0
"1733","4","Gm10","0",0
"1734","5","Gm10","0",0
"1735","6","Gm10","0",0
"1736","7","Gm10","0",0
"1737","1","Gm11","0",0
"1738","2","Gm11","0",0
"1739","3","Gm11","0",0
"1740","4","Gm11","0",0
"1741","5","Gm11","0",0
"1742","6","Gm11","0",0
"1743","7","Gm11","0",0
"1744","1","Gm12","0",0
"1745","2","Gm12","0",0
"1746","3","Gm12","0",0
"1747","4","Gm12","0",0
"1748","5","Gm12","0",0
"1749","6","Gm12","0",0
"1750","7","Gm12","0",0
"1751","1","Gm13","0",0
"1752","2","Gm13","0",0
"1753","3","Gm13","0",0
"1754","4","Gm13","0",0
"1755","5","Gm13","0",0
"1756","6","Gm13","0",0
"1757","7","Gm13","0",0
"1758","1","Gm14","0",0
"1759","2","Gm14","0",0
"1760","3","Gm14","0",0
"1761","4","Gm14","0",0
"1762","5","Gm14","0",0
"1763","6","Gm14","0",0
"1764","7","Gm14","0",0
"1765","1","Gm15","0",0
"1766","2","Gm15","0",0
"1767","3","Gm15","0",0
"1768","4","Gm15","0",0
"1769","5","Gm15","0",0
"1770","6","Gm15","0",0
"1771","7","Gm15","0",0
"1772","1","Gm16","0",0
"1773","2","Gm16","0",0
"1774","3","Gm16","0",0
"1775","4","Gm16","0",0
"1776","5","Gm16","0",0
"1777","6","Gm16","0",0
"1778","7","Gm16","0",0
"1779","1","Gm17","0",0
"1780","2","Gm17","0",0
"1781","3","Gm17","0",0
"1782","4","Gm17","0",0
"1783","5","Gm17","0",0
"1784","6","Gm17","0",0
"1785","7","Gm17","0",0
"1786","1","Gm19","0",0
"1787","2","Gm19","0",0
"1788","3","Gm19","0",0
"1789","4","Gm19","0",0
"1790","5","Gm19","0",0
"1791","6","Gm19","0",0
"1792","7","Gm19","0",0
"1793","1","Gm2","0",0
"1794","2","Gm2","0",0
"1795","3","Gm2","0",0
"1796","4","Gm2","0",0
"1797","5","Gm2","0",0
"1798","6","Gm2","0",0
"1799","7","Gm2","0",0
"1800","1","Gm20","0",0
"1801","2","Gm20","0",0
"1802","3","Gm20","0",0
"1803","4","Gm20","0",0
"1804","5","Gm20","0",0
"1805","6","Gm20","0",0
"1806","7","Gm20","0",0
"1807","1","Gm21","0",0
"1808","2","Gm21","0",0
"1809","3","Gm21","0",0
"1810","4","Gm21","0",0
"1811","5","Gm21","0",0
"1812","6","Gm21","0",0
"1813","7","Gm21","0",0
"1814","1","Gm22","0",0
"1815","2","Gm22","0",0
"1816","3","Gm22","0",0
"1817","4","Gm22","0",0
"1818","5","Gm22","0",0
"1819","6","Gm22","0",0
"1820","7","Gm22","0",0
"1821","1","Gm23","0",0
"1822","2","Gm23","0",0
"1823","3","Gm23","0",0
"1824","4","Gm23","0",0
"1825","5","Gm23","0",0
"1826","6","Gm23","0",0
"1827","7","Gm23","0",0
"1828","1","Gm24","0",0
